,0,1,2,3,4,5
385,1,500,386,"[10.04280874866686, 7.480804369434725, 9.614615781223012]",16,"[(7.816140205285367, 9.255026338601022, 7.560844909516232), (11.315707985957507, 8.194893991523838, 13.57993241377889), (9.406143976123007, 11.226401417223862, 9.4282192927851), (12.608172932890636, 9.949801431544708, 9.238803344051197), (10.77639625642787, 5.303230937854408, 9.183765457214903), (7.188068426230493, 6.921264275215915, 11.710769187170168), (7.69977616108985, 8.33067931653457, 9.521789606157684), (12.154487520738712, 5.08323195244095, 10.943644355168258), (9.814062930869229, 6.435989834854993, 7.202225544707952), (10.145817495236338, 10.250690821487797, 11.694428692239981), (5.854765375754171, 4.933398323098635, 8.127818080837754), (9.179382434962168, 8.998289511404305, 6.021247124032736), (12.331622813373887, 7.8286159290594375, 8.916853934172613), (8.697013408378739, 8.381381019744618, 11.279871136000004), (6.852084151209161, 4.249310903131142, 11.068632219170059), (9.130435613571732, 4.894872377934826, 11.769814267518154)]"
386,1,500,387,"[22.35875713708044, 7.409329389102004, 10.029259193274202]",13,"[(20.984885424248542, 7.52103644697918, 12.267904093745866), (20.440245535274812, 11.036472663246151, 9.776290277461868), (23.934232375604665, 9.131800691930458, 11.13534111407765), (22.95011860473473, 10.95374879917795, 9.571746923305156), (20.64644492491547, 8.565224083023432, 7.843881860657249), (20.22813654044723, 6.332409973308851, 8.211283266159072), (20.42985567645683, 4.388019828356684, 10.204805387102288), (21.891222274921837, 10.48026257603084, 12.232138753045675), (20.690258210913395, 4.689448281520839, 6.925505062171738), (22.648641933953495, 9.946278229712341, 6.965947140915549), (24.31579770632278, 6.178632362981409, 11.666307086127523), (22.39454905600269, 8.904435827356352, 4.8006633767723335), (19.17729015481401, 9.343498286832169, 9.661327700455933)]"
387,1,500,388,"[12.608172932890636, 9.949801431544708, 9.238803344051197]",15,"[(10.513020951127135, 11.393119291716264, 5.0994865747947715), (10.04280874866686, 7.480804369434725, 9.614615781223012), (9.406143976123007, 11.226401417223862, 9.4282192927851), (11.315707985957507, 8.194893991523838, 13.57993241377889), (14.853137396184435, 10.618412896966946, 8.950511606720433), (11.138583418648135, 11.900741124097722, 10.758676766588579), (12.667002058636939, 7.785378472029135, 6.630484923285971), (15.995466832722634, 9.288209280912088, 11.281722822424095), (13.17097717907879, 11.471020365094494, 7.743927492066684), (10.145817495236338, 10.250690821487797, 11.694428692239981), (9.179382434962168, 8.998289511404305, 6.021247124032736), (12.331622813373887, 7.8286159290594375, 8.916853934172613), (13.03876997982843, 11.091220636101303, 10.985933884998218), (15.47002847557345, 8.053766190697301, 9.291333957417832), (11.646216832119332, 12.80761984084087, 7.8676097424410845)]"
388,1,500,389,"[5.168286008903204, 17.38915823104164, 21.512387696206773]",10,"[(6.939151890821847, 20.769682376574217, 21.991756217503916), (2.526506487135003, 13.989314308925877, 19.544502318425806), (3.393056619656837, 15.919595696111996, 19.597451259642995), (3.7866057593324802, 19.82557905996654, 19.50040455262609), (5.735461166693739, 14.113604245798333, 20.459524937935218), (7.08670854552688, 18.49710998427134, 19.968585460918337), (8.352338621033514, 15.96378833467648, 21.757612163618802), (6.447817311539329, 17.37709445477374, 23.67562829070746), (4.40325572851589, 17.9068056633498, 19.22194676289756), (6.262520144268994, 14.929562412613052, 23.016318853269922)]"
389,1,500,390,"[17.518626929335092, 10.662287015587191, 11.230259559034565]",14,"[(16.70828029922483, 13.868553757227511, 11.318761265247739), (19.66748048024151, 13.70763285020259, 10.255750668200202), (16.569810068391906, 9.986231945710102, 13.21230443953004), (20.440245535274812, 11.036472663246151, 9.776290277461868), (14.414073796460046, 11.874617928268126, 13.340524275922265), (14.853137396184435, 10.618412896966946, 8.950511606720433), (18.93774386200564, 7.191787077822978, 13.234551278121748), (13.03876997982843, 11.091220636101303, 10.985933884998218), (15.995466832722634, 9.288209280912088, 11.281722822424095), (18.36147867009802, 13.46595673647391, 8.40211455523821), (17.044257063947335, 11.951059506642586, 13.929228309967833), (19.17729015481401, 9.343498286832169, 9.661327700455933), (16.956533973045573, 11.369994633428695, 8.718758955194804), (19.252076927715986, 11.255904567197359, 12.435161957630692)]"
390,1,500,391,"[25.314661409199456, 15.331473642420109, 15.191228458909908]",13,"[(25.109942873544544, 15.24392939877717, 18.247294177254865), (25.387105626445084, 13.435380247772532, 12.203603355038457), (23.57963811014171, 16.616058143753314, 15.613664162012148), (22.97458572448888, 12.565366227497387, 16.696583884770142), (21.65838448308007, 14.974398285525904, 11.372758731226678), (23.595565523115617, 11.42708396242407, 12.886852860413846), (23.05782913242976, 15.825182429114351, 17.941162655944975), (25.56558033128585, 10.675555984505136, 17.225757884785278), (23.633417454627544, 21.19252264652236, 14.78676161008443), (21.274378670302852, 13.441196346563594, 15.799112246399003), (20.65830972402022, 13.075508458916199, 13.16134618796188), (25.60194494600361, 16.96079876046841, 12.143419143073102), (24.23809061180379, 18.64636474903002, 18.27621788717011)]"
391,1,500,392,"[10.610911995356071, 11.733354896087828, 19.159996695582972]",17,"[(11.21018269622678, 8.135854042108154, 19.839234632974627), (8.360126422847854, 9.86036648051567, 17.174122119586016), (14.650817381814633, 9.834485805693328, 18.767207328199458), (15.509232096012127, 12.250432979046684, 18.78472264262787), (10.224691419758889, 11.555764334397328, 16.802554103047868), (14.07063013504656, 11.362428127000735, 16.33706227443417), (9.575766843539162, 15.784823230609035, 19.756872931888427), (8.734503320980352, 9.56543256145961, 20.891302662842897), (8.240796420579889, 12.255230399181567, 19.350217251147896), (13.495942658776848, 8.434574945985837, 17.908653453636873), (11.664636255482074, 14.571332671888454, 22.40713317914827), (12.224282245320218, 12.381004103334293, 15.950341107713388), (9.390370402715545, 7.540857965559076, 18.599401574042005), (8.26367937094508, 11.631060350973707, 22.134828167563114), (9.648967151463168, 13.476617871208054, 17.46548122982641), (11.686917090031832, 13.709810377351378, 18.85175721539792), (11.366539954395222, 10.94673075041619, 21.38205897791956)]"
392,1,500,393,"[18.39723583666323, 7.636009122840761, 21.99235294125978]",10,"[(18.853902345150395, 10.424400252435833, 20.161386581364617), (20.180021162473977, 9.433677420666191, 19.011082933107428), (17.054005484693658, 4.9647877301864645, 20.114789327164274), (19.169347934282168, 9.487450112124984, 23.345588225090786), (16.94741708984721, 9.07270260589555, 22.253649599993665), (21.235711049363083, 10.282369078890088, 21.380707653568948), (19.73983495423075, 6.409945603762091, 20.234440905321883), (16.432070741067204, 7.454024878204126, 24.461289372423227), (17.376093892204988, 7.044922406947557, 18.824633541410186), (15.946628917574778, 6.829661514073394, 21.940992323691344)]"
393,1,500,394,"[9.890593181365189, 12.130170473204357, 14.125068020866005]",17,"[(6.186881162546861, 10.676319262173244, 15.372444664104366), (11.315707985957507, 8.194893991523838, 13.57993241377889), (8.158760105591512, 12.52122685675443, 12.141637603093452), (8.360126422847854, 9.86036648051567, 17.174122119586016), (14.414073796460046, 11.874617928268126, 13.340524275922265), (7.337626832827738, 13.180951746909725, 16.50317245086766), (11.138583418648135, 11.900741124097722, 10.758676766588579), (7.35225282714222, 14.813435658309501, 14.303285124327212), (10.529464220846927, 13.95415399123751, 15.130463708864847), (7.718616427559268, 10.150165909357563, 12.759693489317142), (12.224282245320218, 12.381004103334293, 15.950341107713388), (9.40127919653508, 9.224304717276045, 13.940612113308132), (10.145817495236338, 10.250690821487797, 11.694428692239981), (9.648967151463168, 13.476617871208054, 17.46548122982641), (10.224691419758889, 11.555764334397328, 16.802554103047868), (13.03876997982843, 11.091220636101303, 10.985933884998218), (10.462192636934939, 13.518529891832216, 12.783404924882502)]"
394,1,500,395,"[17.063638884034532, 2.625246131839317, 11.30105895947244]",16,"[(16.310870175773236, 4.149484426653199, 13.980805939202742), (14.966043493139768, 5.797849823850788, 10.40171975754867), (19.116104686067498, 1.8836131426156757, 13.929698987328424), (13.808269362556988, 2.437035280260646, 7.079982502421517), (16.053070394942974, 4.064619660095374, 9.405074631686714), (17.216869236489284, 1.6986275108414297, 14.895239843424187), (14.27474479393727, 1.7966485155637635, 12.79973843024839), (18.208082244384084, 4.924897934602016, 10.019151297864324), (20.42985567645683, 4.388019828356684, 10.204805387102288), (20.690258210913395, 4.689448281520839, 6.925505062171738), (12.633079046667367, 2.230694795326501, 11.44599294579721), (17.12650364391715, 3.8968539590107234, 7.175422166084301), (11.804832731973828, 0.9667937348888634, 9.172314600097518), (15.278622490828747, 0.5914171772567535, 14.147440548904058), (18.289288074130365, 5.26328848361476, 12.885062833809592), (14.67126452595511, 5.500621358437915, 12.834855340527783)]"
395,1,500,396,"[10.058789911319117, 11.60620031788537, 24.027519298101446]",10,"[(8.977365237306152, 8.60429935125138, 23.371132583400527), (11.842200971190751, 10.401468439916158, 25.140237710123877), (8.734503320980352, 9.56543256145961, 20.891302662842897), (11.664636255482074, 14.571332671888454, 22.40713317914827), (12.203558158947867, 14.429802143055515, 25.692958970533287), (8.26367937094508, 11.631060350973707, 22.134828167563114), (9.445262739552716, 15.399829390212881, 25.207813750847983), (8.585700140148722, 13.358041677833773, 24.014856909792194), (11.366539954395222, 10.94673075041619, 21.38205897791956), (7.6161858270631155, 10.529333915700798, 24.88227280703544)]"
396,1,500,397,"[7.35225282714222, 14.813435658309501, 14.303285124327212]",19,"[(8.158760105591512, 12.52122685675443, 12.141637603093452), (9.890593181365189, 12.130170473204357, 14.125068020866005), (5.930502777688676, 17.66650366184715, 11.276957147254722), (8.767516114924883, 16.64324160024451, 10.629739549702153), (4.716754801705109, 14.88699722088076, 13.300189412697604), (4.567943677636987, 17.837053605274168, 15.682761500503103), (9.457770702163662, 15.705296740151432, 12.745781390879364), (10.462192636934939, 13.518529891832216, 12.783404924882502), (6.186881162546861, 10.676319262173244, 15.372444664104366), (9.061151242176114, 15.676050917144124, 17.7053043593536), (7.337626832827738, 13.180951746909725, 16.50317245086766), (10.529464220846927, 13.95415399123751, 15.130463708864847), (7.032162998196868, 18.56452680872706, 13.516954601027804), (9.26867171731802, 17.20260123410126, 15.261989302392628), (7.0567807322636975, 15.01464798297695, 17.755135388601524), (7.7073787561068094, 17.752318523060595, 16.980283021116115), (7.9849671181794335, 13.779664701381083, 10.182475062529841), (4.680005200700606, 15.886420158252724, 17.503942514406333), (5.220320458149585, 12.709445512471602, 12.673200405847252)]"
397,1,500,398,"[13.489069426481906, 14.82995465216198, 16.168745701861567]",16,"[(15.509232096012127, 12.250432979046684, 18.78472264262787), (14.414073796460046, 11.874617928268126, 13.340524275922265), (15.504990729128854, 17.095866033685176, 14.600332348835215), (14.07063013504656, 11.362428127000735, 16.33706227443417), (12.390480964532458, 16.314509249850925, 11.800471263670277), (11.899852992729079, 17.266766588318344, 14.45913945713249), (10.529464220846927, 13.95415399123751, 15.130463708864847), (15.505736796559527, 16.65518794097791, 17.273091839221767), (12.224282245320218, 12.381004103334293, 15.950341107713388), (12.642510962317829, 17.338585487260808, 16.40406770427065), (12.01589327511738, 16.59916385651393, 18.235440124626013), (11.686917090031832, 13.709810377351378, 18.85175721539792), (15.5610547761724, 14.520326574317147, 15.765013811199585), (14.200326611569588, 14.53803916013269, 11.202833308136478), (10.462192636934939, 13.518529891832216, 12.783404924882502), (13.433815271987678, 14.79765729288124, 18.43128680395023)]"
398,1,500,399,"[1.9410299822562498, 17.348924761605435, 15.326461583375602]",15,"[(2.526506487135003, 13.989314308925877, 19.544502318425806), (4.716754801705109, 14.88699722088076, 13.300189412697604), (4.567943677636987, 17.837053605274168, 15.682761500503103), (3.393056619656837, 15.919595696111996, 19.597451259642995), (3.7866057593324802, 19.82557905996654, 19.50040455262609), (4.680005200700606, 15.886420158252724, 17.503942514406333), (2.829087765230736, 14.125548998573974, 17.486075937919335), (2.266945139123361, 18.84326138752248, 10.860204174789923), (4.37744864363337, 22.36392910558984, 13.26552833251089), (3.375434005298375, 16.402598535674546, 12.896929356051173), (4.40325572851589, 17.9068056633498, 19.22194676289756), (3.9482367676847328, 20.85739532898458, 15.590873954740141), (1.0216367172286567, 15.276961651057729, 14.845826954604247), (2.903621321235459, 13.769915528528928, 13.890841641925055), (4.10889469510617, 19.149228098327626, 14.219809109972244)]"
399,1,500,400,"[14.573561740655746, 1.036929259015127, 16.321427382979884]",11,"[(20.392008436006705, 2.597396344439649, 16.423727286262114), (10.39604745942102, 2.835841421159888, 18.545643614737948), (16.097503076210295, 2.435586797927072, 16.811861212497146), (17.216869236489284, 1.6986275108414297, 14.895239843424187), (12.896632407516812, 0.9849844487711144, 14.494573848039124), (13.715344864559825, 3.8804071866325045, 15.400748833562448), (9.972958983521435, 1.5451132591066619, 15.948895645422343), (11.322320606434337, 2.9696424619562722, 15.378692246017744), (15.278622490828747, 0.5914171772567535, 14.147440548904058), (14.290400001978043, 2.813391555960826, 19.977923380494875), (11.601589287445442, 2.2130504996618505, 20.155201480353277)]"
400,1,500,401,"[20.239995615841444, 21.23206054259192, 5.310406006107109]",14,"[(15.954748213931442, 21.652957191979493, 5.686701547736259), (21.657327096610953, 20.746671774385128, 6.667744538962008), (22.18626117800325, 18.6470757877391, 6.340992920869367), (17.499760047156503, 20.174528215450582, 4.051708975414474), (20.332358292577123, 16.56880334848897, 4.232236189246683), (21.546305132509193, 15.267707636196665, 3.190039200315754), (18.27417614226025, 17.612869785624277, 5.661994552626001), (16.947363529049465, 24.513661649378253, 7.3610091326044955), (15.476760405112856, 21.60911467810854, 3.4146475061763755), (20.12204229592246, 22.240528731683472, 8.876213978714226), (17.55611004262072, 21.427680108771035, 7.091130848274567), (17.81922424595975, 18.252136011086225, 2.2541086676101467), (18.387447265886387, 19.198315174472988, 7.148808298828085), (20.085619067764537, 18.08132716597848, 7.271390375621)]"
401,1,500,402,"[11.92092603181465, 23.497643872190125, 13.424265823445541]",12,"[(11.919980979306919, 26.25515971196489, 13.181417280914594), (13.876966051777488, 22.384549761644685, 15.335498970913003), (14.437914518766966, 25.58320671673563, 13.391193753593376), (12.287267335299743, 23.605974987082295, 10.050292742425212), (12.756883063050267, 24.356709192925766, 17.66032972994335), (9.725728683260906, 23.04194324042554, 13.419504600775888), (11.392154917414889, 21.224216220536146, 12.833218874217026), (14.300395204202719, 22.924282314512926, 13.164848268351227), (14.630499902361992, 24.570449305111214, 11.097985079011703), (9.814257636683134, 25.027959699307548, 13.033469483146282), (14.664747334961929, 24.54086829249916, 15.580993645188208), (10.75448195354345, 21.720073018734457, 14.954605402288403)]"
402,1,500,403,"[22.38785215580512, 5.876676241432987, 18.740448462280362]",16,"[(20.392008436006705, 2.597396344439649, 16.423727286262114), (22.19707226507584, 4.412414785129258, 13.660584503622081), (20.926637464631167, 4.4099942068930895, 15.464132486738382), (21.71590463886935, 7.450936257381027, 14.155666713882749), (18.528430486395816, 4.595293275910158, 18.773092196829502), (19.169347934282168, 9.487450112124984, 23.345588225090786), (24.84347182587054, 7.8273695895550235, 14.481723766475131), (23.64844221200408, 8.719789772930914, 16.22613150269414), (20.176727000330892, 11.27162974379307, 24.200790428139094), (19.73983495423075, 6.409945603762091, 20.234440905321883), (16.432070741067204, 7.454024878204126, 24.461289372423227), (24.31579770632278, 6.178632362981409, 11.666307086127523), (24.766047895909107, 10.78635424205786, 19.26304529354634), (25.56558033128585, 10.675555984505136, 17.225757884785278), (22.728246976692258, 8.212940153677906, 19.56436308083241), (20.13488785288593, 6.914912897627089, 17.609364259464694)]"
403,1,500,404,"[20.690258210913395, 4.689448281520839, 6.925505062171738]",15,"[(17.12650364391715, 3.8968539590107234, 7.175422166084301), (22.35875713708044, 7.409329389102004, 10.029259193274202), (19.116104686067498, 1.8836131426156757, 13.929698987328424), (13.808269362556988, 2.437035280260646, 7.079982502421517), (22.19707226507584, 4.412414785129258, 13.660584503622081), (17.063638884034532, 2.625246131839317, 11.30105895947244), (20.64644492491547, 8.565224083023432, 7.843881860657249), (18.208082244384084, 4.924897934602016, 10.019151297864324), (20.22813654044723, 6.332409973308851, 8.211283266159072), (20.42985567645683, 4.388019828356684, 10.204805387102288), (20.702699727358674, 8.806452952984651, 3.6310408502131026), (17.637214818670873, 6.338296185248546, 4.192289018754317), (18.966669446258365, 6.06189312180241, 5.880824553571577), (24.31579770632278, 6.178632362981409, 11.666307086127523), (22.39454905600269, 8.904435827356352, 4.8006633767723335)]"
404,1,500,405,"[12.633079046667367, 2.230694795326501, 11.44599294579721]",14,"[(14.966043493139768, 5.797849823850788, 10.40171975754867), (16.053070394942974, 4.064619660095374, 9.405074631686714), (13.808269362556988, 2.437035280260646, 7.079982502421517), (12.924571984656552, 4.054335347415458, 13.381434483464329), (10.12043134303882, 3.363728543993377, 8.495278112744753), (14.27474479393727, 1.7966485155637635, 12.79973843024839), (17.063638884034532, 2.625246131839317, 11.30105895947244), (12.896632407516812, 0.9849844487711144, 14.494573848039124), (12.154487520738712, 5.08323195244095, 10.943644355168258), (10.676990585897258, 2.064983490429429, 13.193428792891508), (12.356557920554362, 3.83863429354993, 8.883871698264423), (11.804832731973828, 0.9667937348888634, 9.172314600097518), (8.997878446771711, 2.5829752171482445, 11.07847383560557), (14.67126452595511, 5.500621358437915, 12.834855340527783)]"
405,1,500,406,"[9.648967151463168, 13.476617871208054, 17.46548122982641]",12,"[(9.061151242176114, 15.676050917144124, 17.7053043593536), (10.610911995356071, 11.733354896087828, 19.159996695582972), (7.337626832827738, 13.180951746909725, 16.50317245086766), (9.890593181365189, 12.130170473204357, 14.125068020866005), (9.575766843539162, 15.784823230609035, 19.756872931888427), (8.240796420579889, 12.255230399181567, 19.350217251147896), (10.529464220846927, 13.95415399123751, 15.130463708864847), (12.224282245320218, 12.381004103334293, 15.950341107713388), (12.01589327511738, 16.59916385651393, 18.235440124626013), (11.686917090031832, 13.709810377351378, 18.85175721539792), (10.224691419758889, 11.555764334397328, 16.802554103047868), (7.0567807322636975, 15.01464798297695, 17.755135388601524)]"
406,1,500,407,"[21.055930057382266, 19.141241308287903, 14.897255392904869]",16,"[(22.030304069287418, 17.61073580947065, 19.0455294203905), (21.637159731205326, 22.363373300367343, 16.452896433226062), (23.57963811014171, 16.616058143753314, 15.613664162012148), (20.847354985029774, 17.02055086664699, 12.420847355569796), (21.328153007618024, 20.627610679170907, 17.71213819105896), (18.36989712054624, 18.889333720412733, 15.309834733462614), (18.72756046866427, 18.754550169380447, 12.910519566467242), (23.633417454627544, 21.19252264652236, 14.78676161008443), (19.438002933855067, 17.21303765753247, 16.026016003335837), (20.127575736594242, 22.345328465274207, 12.6143552712428), (20.230744779632627, 21.530016269824877, 14.578705801691592), (23.123106400346867, 18.012851486610156, 12.136580534936193), (22.06606229745556, 21.883970022775326, 13.701893802849156), (23.39252159047585, 20.39247851936021, 12.348461092692789), (24.23809061180379, 18.64636474903002, 18.27621788717011), (20.185046423091915, 15.2264962674125, 14.033542356461785)]"
407,1,500,408,"[10.501419104169413, 19.541860529946323, 3.2802766236086165]",12,"[(8.231792462316925, 16.108573645371063, 4.513164939778696), (11.710934579130528, 20.986179439658212, 5.202983042137155), (12.461833332859106, 18.114048385792852, 1.290341448010489), (6.941439520993351, 20.02045329026919, 6.530043006871796), (10.790678366965341, 17.112456929814247, 2.4151676347791486), (8.824788818401045, 21.919593016473957, 5.398568067183219), (13.243355849657839, 18.419192893047022, 5.546871580337165), (15.476760405112856, 21.60911467810854, 3.4146475061763755), (12.269610092118954, 16.041020569194007, 3.5244901100717274), (10.312560075826235, 19.275106955259407, 6.499217903694461), (13.316827434733645, 19.2844135897205, 3.414062395259305), (8.638161639780105, 17.862305454733868, 1.9183748921948005)]"
408,1,500,409,"[9.85214563509197, 7.973155101348114, 15.763250863825625]",13,"[(11.315707985957507, 8.194893991523838, 13.57993241377889), (11.21018269622678, 8.135854042108154, 19.839234632974627), (8.360126422847854, 9.86036648051567, 17.174122119586016), (13.569180767089106, 8.782800719314455, 15.317873049490633), (6.769706760452417, 7.897405523404552, 15.809813447182064), (9.517909900457775, 4.0836178607986025, 15.981620451101424), (13.495942658776848, 8.434574945985837, 17.908653453636873), (9.40127919653508, 9.224304717276045, 13.940612113308132), (11.002883937002531, 4.542948391767718, 14.150810229553619), (8.097357801424131, 6.367763103166945, 15.570568858338332), (9.390370402715545, 7.540857965559076, 18.599401574042005), (10.224691419758889, 11.555764334397328, 16.802554103047868), (11.99221104622933, 5.696287382555187, 16.55758225943732)]"
409,1,500,410,"[11.995007439630283, 10.066000688514025, 3.562498736843066]",13,"[(10.513020951127135, 11.393119291716264, 5.0994865747947715), (13.747002155268284, 10.01280601202041, 0.9910048063323277), (13.65685056198016, 11.048824864161592, 5.017540741661802), (11.921082672146346, 14.537493976776346, 0.35245583809883235), (14.666342990434204, 13.034981367285203, 2.4075245081051913), (11.596828372013855, 7.867129562174245, 3.9891762485122584), (9.753987356189082, 8.608595181906187, 3.2218255971894654), (12.667002058636939, 7.785378472029135, 6.630484923285971), (8.713239547981063, 13.145296540167173, 2.3192875095827596), (11.200193540811975, 13.513150260295976, 3.5815720831944815), (9.179382434962168, 8.998289511404305, 6.021247124032736), (14.92848573190788, 7.268986339552906, 4.095933830523205), (13.030229614112601, 6.453314553983178, 3.6486703651993695)]"
410,1,500,411,"[6.770808353125078, 23.219433347237242, 18.724202846649092]",11,"[(9.473922965021206, 22.201723024595342, 17.80515532815276), (6.939151890821847, 20.769682376574217, 21.991756217503916), (6.859567561992931, 24.558004127414407, 15.427214107814113), (12.756883063050267, 24.356709192925766, 17.66032972994335), (8.12293007103565, 20.473459425998215, 18.900609079426605), (3.7866057593324802, 19.82557905996654, 19.50040455262609), (5.532454960828771, 21.24957283101782, 17.001817260426), (7.876584178013748, 21.08762334857091, 16.809829127783562), (3.9482367676847328, 20.85739532898458, 15.590873954740141), (12.09986176878108, 23.88678532568522, 19.58893683266421), (8.162102618707568, 22.327437056162836, 21.19886325469663)]"
411,1,500,412,"[21.758974458273837, 20.20047146329313, 19.675597644114315]",8,"[(21.637159731205326, 22.363373300367343, 16.452896433226062), (22.57377742260034, 17.835400945682462, 21.421319414114322), (17.89879006822493, 19.22435455138124, 21.433300019556466), (19.391484601369754, 19.04059895370154, 19.553993707486008), (22.030304069287418, 17.61073580947065, 19.0455294203905), (21.328153007618024, 20.627610679170907, 17.71213819105896), (18.853994614366528, 22.12988231908177, 20.57951061146417), (24.23809061180379, 18.64636474903002, 18.27621788717011)]"
412,1,500,413,"[11.646216832119332, 12.80761984084087, 7.8676097424410845]",14,"[(10.513020951127135, 11.393119291716264, 5.0994865747947715), (9.406143976123007, 11.226401417223862, 9.4282192927851), (12.608172932890636, 9.949801431544708, 9.238803344051197), (13.65685056198016, 11.048824864161592, 5.017540741661802), (12.463895077252406, 15.722463211523579, 5.653573498114054), (11.209971989974886, 13.870661903949383, 5.760257933166271), (11.138583418648135, 11.900741124097722, 10.758676766588579), (7.89288692517149, 12.646720875592125, 7.246237363970902), (13.17097717907879, 11.471020365094494, 7.743927492066684), (12.297623395016148, 14.309807989873491, 9.26729040346871), (13.03876997982843, 11.091220636101303, 10.985933884998218), (14.57633673313276, 12.83378753547708, 8.647803630146877), (9.890630813873338, 13.518656678560161, 9.297016268829527), (8.97797548994094, 15.542024323311823, 8.455465623320695)]"
413,1,500,414,"[2.903621321235459, 13.769915528528928, 13.890841641925055]",16,"[(6.186881162546861, 10.676319262173244, 15.372444664104366), (1.9911999167052312, 12.412597037180841, 11.99622717507754), (4.716754801705109, 14.88699722088076, 13.300189412697604), (7.337626832827738, 13.180951746909725, 16.50317245086766), (4.422550537802829, 10.651938569012968, 12.70571292803571), (1.2417589027430247, 13.71987848395289, 10.65695164108774), (2.1613351273846013, 11.969571531273747, 17.279285904264327), (0.3097615712303803, 11.069346045863652, 13.490750267053237), (1.9410299822562498, 17.348924761605435, 15.326461583375602), (4.680005200700606, 15.886420158252724, 17.503942514406333), (2.829087765230736, 14.125548998573974, 17.486075937919335), (3.3540999028779943, 9.873082660894005, 14.691653727298013), (3.375434005298375, 16.402598535674546, 12.896929356051173), (5.220320458149585, 12.709445512471602, 12.673200405847252), (1.0216367172286567, 15.276961651057729, 14.845826954604247), (3.856680560294712, 14.575990646960657, 10.213226248506961)]"
414,1,500,415,"[16.155633795711815, 7.354680693645371, 15.561578281128819]",18,"[(17.044866049414466, 9.972893608704279, 17.973472914135506), (16.310870175773236, 4.149484426653199, 13.980805939202742), (16.569810068391906, 9.986231945710102, 13.21230443953004), (13.569180767089106, 8.782800719314455, 15.317873049490633), (14.650817381814633, 9.834485805693328, 18.767207328199458), (14.07063013504656, 11.362428127000735, 16.33706227443417), (18.93774386200564, 7.191787077822978, 13.234551278121748), (13.715344864559825, 3.8804071866325045, 15.400748833562448), (18.73310787507179, 6.322104849051874, 15.90991127410387), (13.495942658776848, 8.434574945985837, 17.908653453636873), (15.995466832722634, 9.288209280912088, 11.281722822424095), (18.22955797423778, 8.771696647158477, 15.931751048984056), (13.292963516226116, 6.9511576313425065, 13.726639755742179), (17.376093892204988, 7.044922406947557, 18.824633541410186), (16.549169029206347, 5.318686434456508, 16.700722443291493), (11.99221104622933, 5.696287382555187, 16.55758225943732), (18.289288074130365, 5.26328848361476, 12.885062833809592), (14.67126452595511, 5.500621358437915, 12.834855340527783)]"
415,1,500,416,"[22.855135177700294, 9.734050888017565, 18.025513375444117]",12,"[(21.722487828597757, 12.895952891202903, 21.192447520391667), (22.97458572448888, 12.565366227497387, 16.696583884770142), (20.180021162473977, 9.433677420666191, 19.011082933107428), (23.64844221200408, 8.719789772930914, 16.22613150269414), (19.99671152196658, 11.552466575329968, 17.568484825640756), (21.235711049363083, 10.282369078890088, 21.380707653568948), (22.728246976692258, 8.212940153677906, 19.56436308083241), (21.008122351624255, 9.740909277136886, 14.191351608683725), (24.766047895909107, 10.78635424205786, 19.26304529354634), (25.56558033128585, 10.675555984505136, 17.225757884785278), (23.960404189730042, 13.782835587191864, 19.161723794945182), (20.13488785288593, 6.914912897627089, 17.609364259464694)]"
416,1,500,417,"[7.816140205285367, 9.255026338601022, 7.560844909516232]",13,"[(10.04280874866686, 7.480804369434725, 9.614615781223012), (9.406143976123007, 11.226401417223862, 9.4282192927851), (6.241154534142192, 6.4141502316648085, 5.088038589296918), (4.696275296486481, 8.731489751992227, 9.169270513566307), (5.8301450859221235, 8.812538459972513, 3.785618676500642), (7.861686554498121, 10.748112698496483, 4.716762233354085), (7.69977616108985, 8.33067931653457, 9.521789606157684), (5.972320044211733, 7.135575204559086, 7.282547624354566), (7.89288692517149, 12.646720875592125, 7.246237363970902), (9.814062930869229, 6.435989834854993, 7.202225544707952), (9.179382434962168, 8.998289511404305, 6.021247124032736), (4.9676941361612545, 9.438525212323809, 6.504456409252706), (6.653766597818299, 10.248593216973074, 9.063835650014765)]"
417,1,500,418,"[23.595565523115617, 11.42708396242407, 12.886852860413846]",13,"[(25.387105626445084, 13.435380247772532, 12.203603355038457), (21.65838448308007, 14.974398285525904, 11.372758731226678), (23.604093785821245, 9.443634620103486, 13.844429894323602), (22.97458572448888, 12.565366227497387, 16.696583884770142), (23.934232375604665, 9.131800691930458, 11.13534111407765), (25.26139280518348, 11.301715776596607, 11.12919631474238), (25.314661409199456, 15.331473642420109, 15.191228458909908), (25.56558033128585, 10.675555984505136, 17.225757884785278), (21.891222274921837, 10.48026257603084, 12.232138753045675), (21.274378670302852, 13.441196346563594, 15.799112246399003), (23.4112871843336, 12.48943725427078, 11.013538186671981), (21.008122351624255, 9.740909277136886, 14.191351608683725), (20.65830972402022, 13.075508458916199, 13.16134618796188)]"
